,x_name,y_name,protein_uniprot
3236162,SLC25A27,schizophrenia,Q5VTS8
3236163,ADAMTS3,schizophrenia,Q96AY5
3236164,CLOCK,schizophrenia,Q3ZCT4
3236165,PRDX6,schizophrenia,P30041
3236166,PITPNM1,schizophrenia,E9PMS0
3236167,FEZ1,schizophrenia,J3KTR6
3236168,SH3PXD2A,schizophrenia,H0Y507
3236169,RIMS2,schizophrenia,Q4G1C6
3236170,NOS1AP,schizophrenia,E9PSG0
3236171,DOCK4,schizophrenia,H0Y599
3236172,HDAC9,schizophrenia,Q75N10
3236173,SETD1A,schizophrenia,L0R6N9
3236174,ARHGAP32,schizophrenia,A0A2X0SFD0
3236175,HDAC4,schizophrenia,A0A7I2SVS4
3236176,RIMS3,schizophrenia,L8EAQ2
3236177,RB1CC1,schizophrenia,H0YC30
3236178,ARHGEF11,schizophrenia,A0A2X0SFB0
3236179,MAGI2,schizophrenia,A0A0D9SFP3
3236180,SETDB1,schizophrenia,E9PS59
3236181,SV2A,schizophrenia,L8E840
3236182,SRGAP3,schizophrenia,Q8IXS7
3236183,OXSR1,schizophrenia,L8ECC0
3236184,MAGEC1,schizophrenia,O60732
3236185,MED12,schizophrenia,H7C191
3236186,DGCR2,schizophrenia,Q8IWC8
3236187,RANBP9,schizophrenia,A0A024QZW3
3236188,ACTR2,schizophrenia,A0A1B0GWH0
3236189,HNRNPA3P1,schizophrenia,None
3236190,OLIG2,schizophrenia,C9J444
3236191,PRSS16,schizophrenia,C9JDN6
3236192,SIGMAR1,schizophrenia,A0A7P0T9D5
3236193,SIRPB1,schizophrenia,A2RRP5
3236194,AKR1A1,schizophrenia,Q5T621
3236195,CACNG2,schizophrenia,Q9Y698
3236196,SEMA3A,schizophrenia,Q86UJ2
3236197,PEMT,schizophrenia,Q71UY0
3236198,CDC42EP3,schizophrenia,C9JKW5
3236199,PDLIM5,schizophrenia,A0A0A0MSP3
3236200,NPRL2,schizophrenia,A0A590UJY0
3236201,IGF2BP2,schizophrenia,B3FTN5
3236202,CAMKK2,schizophrenia,Q8IZW1
3236203,CELF2,schizophrenia,A0A0J9YX66
3236204,CTCF,schizophrenia,A0A2R8Y595
3236205,CSPG5,schizophrenia,A0A087WUT8
3236206,B3GNT2,schizophrenia,Q9Z222
3236207,NRG3,schizophrenia,D9ZHQ1
3236208,RAI1,schizophrenia,P53063
3236209,CHL1,schizophrenia,P22516
3236210,SRSF10,schizophrenia,A0A0S2Z504
3236211,SDCCAG8,schizophrenia,A0A0G2JR50
3236212,CPLX2,schizophrenia,D6RDN3
3236213,CPLX1,schizophrenia,D6RAG3
3236214,LILRB1,schizophrenia,A0A0G2JP80
3236215,PPARGC1A,schizophrenia,D6RBF3
3236216,PTPN21,schizophrenia,G3V1Q9
3236217,FSTL1,schizophrenia,C9J5G4
3236218,KLF12,schizophrenia,Q9Y4X4
3236219,GABARAP,schizophrenia,I3L3J4
3236220,ADNP2,schizophrenia,K7ERT3
3236221,NTNG1,schizophrenia,Q5IEC6
3236222,NLGN1,schizophrenia,C9JWG7
3236223,PLEKHA6,schizophrenia,A5XEJ6
3236224,SBNO2,schizophrenia,A0JNW0
3236225,TRAK1,schizophrenia,A0A5F9ZH95
3236226,MYO16,schizophrenia,F8W883
3236227,MYT1L,schizophrenia,A0A3B3ITT2
3236228,TNIK,schizophrenia,C9J338
3236229,NFASC,schizophrenia,D6RBU5
3236230,CYFIP1,schizophrenia,A0A0G2JRV9
3236231,SYT11,schizophrenia,Q9BT88
3236232,MLC1,schizophrenia,P53141
3236233,PLCL2,schizophrenia,H7C276
3236234,PLCB1,schizophrenia,A0A1B0GVC1
3236235,ARC,schizophrenia,Q7LC44
3236236,ASTN2,schizophrenia,B7ZKP3
3236237,ACSL6,schizophrenia,A0A494C0V0
3236238,VPS39,schizophrenia,A0A024R9L9
3236239,PSD3,schizophrenia,A0A087X1Z0
3236240,ADNP,schizophrenia,A0A2R8Y6X0
3236241,LARS2,schizophrenia,A0A2R8Y581
3236242,DICER1,schizophrenia,A0A6Q8PFV4
3236243,SIRT1,schizophrenia,I1Y8W7
3236244,NCS1,schizophrenia,P62166
3236245,DAAM2,schizophrenia,A0A0J9YX09
3236246,RASD2,schizophrenia,Q96D21
3236247,AMACR,schizophrenia,A0A024RE16
3236248,BACE1,schizophrenia,Q8IYC8
3236249,TMEM245,schizophrenia,F8WBJ7
3236250,BRD1,schizophrenia,J3KQ61
3236251,APOL2,schizophrenia,J3KQL8
3236252,SULT4A1,schizophrenia,F8WE22
3236253,TENM4,schizophrenia,A0A0S2PZP6
3236254,CNTNAP2,schizophrenia,A0A0J9YWG3
3236255,AUTS2,schizophrenia,Q75L24
3236256,FBXL21P,schizophrenia,Q9UKT6
3236257,LHX6,schizophrenia,Q3SY65
3236258,DAZAP1,schizophrenia,Q5IRM7
3236259,CNPPD1,schizophrenia,C9J597
3236260,NPTN,schizophrenia,H3BU51
3236261,TRMT2A,schizophrenia,C9K041
3236262,B3GAT1,schizophrenia,Q9P2W7
3236263,CACNG5,schizophrenia,A0A669KBF6
3236264,PDE7B,schizophrenia,H0Y689
3236265,DKK4,schizophrenia,Q9UBT3
3236266,DKK3,schizophrenia,Q6PQ81
3236267,DISC2,schizophrenia,None
3236268,DISC1,schizophrenia,C4P0A9
3236269,IL17C,schizophrenia,Q9P0M4
3236270,GPR78,schizophrenia,D6RB95
3236271,PCDH17,schizophrenia,A0A087X099
3236272,HPGDS,schizophrenia,O60760
3236273,MCAT,schizophrenia,V9GYY6
3236274,SAP30BP,schizophrenia,J3QS04
3236275,ZDHHC8,schizophrenia,Q96GI9
3236276,DNMT3L,schizophrenia,C9J0T5
3236277,IL19,schizophrenia,Q9UHD0
3236278,PSAT1,schizophrenia,A9LS35
3236279,ERVW-1,schizophrenia,Q9UQF0
3236280,CALY,schizophrenia,Q9NYX4
3236281,SHANK1,schizophrenia,H9KV90
3236282,PLLP,schizophrenia,A0A024R6T3
3236283,SDF4,schizophrenia,A0A5F9UJX7
3236284,NRN1,schizophrenia,A0A087WWT2
3236285,DCDC2,schizophrenia,H0Y784
3236286,MED15,schizophrenia,C9JGN2
3236287,MSRB1,schizophrenia,A8MYR2
3236288,RAPGEF6,schizophrenia,D6RIH0
3236289,BCL11A,schizophrenia,A0A2R8Y7B0
3236290,FXYD6,schizophrenia,E9PHZ3
3236291,TREM1,schizophrenia,K7EKM5
3236292,SLC38A2,schizophrenia,A0A024R0W3
3236293,DGCR8,schizophrenia,L8E8Q8
3236294,GNB1L,schizophrenia,C9JPQ6
3236295,UGT1A3,schizophrenia,A7E1U9
3236296,RNANC,schizophrenia,None
3236297,CNNM2,schizophrenia,Q9H8M5
3236298,AHI1,schizophrenia,A0A7P0T959
3236299,DYM,schizophrenia,A0A6Q8PF81
3236300,NDE1,schizophrenia,P40215
3236301,ULK4,schizophrenia,A0A0C4DG77
3236302,PNPO,schizophrenia,A0A286YFL3
3236303,PBRM1,schizophrenia,C9JCJ2
3236304,SBNO1,schizophrenia,A3KN83
3236305,RCBTB1,schizophrenia,Q8NDN9
3236306,PI4K2B,schizophrenia,G5E9Z4
3236307,AMBRA1,schizophrenia,H0YE34
3236308,WDR11,schizophrenia,S4R451
3236309,HHAT,schizophrenia,Q05BM0
3236310,VPS35,schizophrenia,P34110
3236311,EDEM2,schizophrenia,Q9BV94
3236312,SEPTIN11,schizophrenia,H0Y9G8
3236313,MCTP2,schizophrenia,F5H415
3236314,ST6GALNAC1,schizophrenia,K7EMB6
3236315,PAG1,schizophrenia,Q9NWQ8
3236316,GABRQ,schizophrenia,Q9UN88
3236317,SLC7A10,schizophrenia,K7EK24
3236318,CDC42SE2,schizophrenia,D6REL0
3236319,SLC17A7,schizophrenia,L8EA60
3236320,SLC17A6,schizophrenia,L0R6P3
3236321,PLSCR4,schizophrenia,E9PHR9
3236322,LYRM4,schizophrenia,H7C4Q5
3236323,RTN4,schizophrenia,Q53SY1
3236324,ADAMTSL3,schizophrenia,P82987
3236325,SLC12A5,schizophrenia,M4PJG0
3236326,NUFIP2,schizophrenia,Q7Z417
3236327,NLGN2,schizophrenia,I3L498
3236328,KIF17,schizophrenia,A0A0A0MRS8
3236329,PRODH2,schizophrenia,A0A590UKC3
3236330,CACNG8,schizophrenia,A0A1X7SBR8
3236331,FASTKD5,schizophrenia,Q7L8L6
3236332,SRR,schizophrenia,I3L3N0
3236333,PKNOX2,schizophrenia,E9PRB6
3236334,NPAS3,schizophrenia,H0YHU7
3236335,ZSCAN31,schizophrenia,C9JAI0
3236336,CSMD1,schizophrenia,F5GZ18
3236337,ETNPPL,schizophrenia,D6R9Y3
3236338,PINK1,schizophrenia,Q9BXM7
3236339,RTN4R,schizophrenia,H7C0V4
3236340,WNK3,schizophrenia,A0A087WYK2
3236341,CCDC86,schizophrenia,H0YG79
3236342,RETREG2,schizophrenia,F8WAL5
3236343,PIP4K2C,schizophrenia,F8VU68
3236344,PANK2,schizophrenia,A4FU43
3236345,TET1,schizophrenia,Q8NFU7
3236346,CCDC68,schizophrenia,K7EN04
3236347,APOL4,schizophrenia,B1AHJ0
3236348,KCNH6,schizophrenia,J3KSC2
3236349,LMAN2L,schizophrenia,F8WEK5
3236350,NDEL1,schizophrenia,J3QLD0
3236351,TXNDC5,schizophrenia,Q86UY0
3236352,ADAMTS12,schizophrenia,D6REX0
3236353,KREMEN1,schizophrenia,H7BZ87
3236354,DTNBP1,schizophrenia,D6RAX1
3236355,KAT8,schizophrenia,H3BMX5
3236356,PPP1R1B,schizophrenia,J3KSJ8
3236357,MEGF10,schizophrenia,Q96KG7
3236358,MCHR2,schizophrenia,Q969V1
3236359,PGBD1,schizophrenia,Q96JS3
3236360,NTNG2,schizophrenia,Q96CW9
3236361,KDM2B,schizophrenia,F5H4A7
3236362,PPP1R9B,schizophrenia,Q96HI8
3236363,PTPN5,schizophrenia,Q86TL3
3236364,CGNL1,schizophrenia,Q6P5Q2
3236365,SHANK3,schizophrenia,F8TCV3
3236366,STON2,schizophrenia,Q6NT31
3236367,DIXDC1,schizophrenia,A0A087WVH1
3236368,YWHAZP5,schizophrenia,None
3236369,HPS4,schizophrenia,F8VYA9
3236370,NAV1,schizophrenia,A4FUT7
3236371,CHRFAM7A,schizophrenia,H3BPP0
3236372,TSPAN18,schizophrenia,E5RFP3
3236373,EFCAB11,schizophrenia,H0YJX4
3236374,CEACAM21,schizophrenia,A0A0J9YX60
3236375,ESAM,schizophrenia,F8WDW9
3236376,ZNF804A,schizophrenia,A5PKU0
3236377,ARHGAP18,schizophrenia,A0A2X0SYS9
3236378,CADPS2,schizophrenia,L8E7C0
3236379,FOXP2,schizophrenia,X5D9N5
3236380,BTBD9,schizophrenia,C9J8E4
3236381,CSMD2,schizophrenia,Q5T6B5
3236382,SLC26A7,schizophrenia,A0A5P9KGI1
3236383,KCTD12,schizophrenia,A0A140VJM4
3236384,ACSM1,schizophrenia,E5RFK0
3236385,SLC26A8,schizophrenia,H7C4T4
3236386,GRIN3A,schizophrenia,A2RUE7
3236387,MSS51,schizophrenia,P32335
3236388,OR4C46,schizophrenia,A0A126GW59
3236389,TPH2,schizophrenia,B3VS15
3236390,UHMK1,schizophrenia,Q8TAS1
3236391,FAM3D,schizophrenia,C9JB68
3236392,CLVS2,schizophrenia,Q5SYC1
3236393,TAAR1,schizophrenia,Q96RJ0
3236394,B3GAT2,schizophrenia,Q29RV3
3236395,R3HDML,schizophrenia,Q9H3Y0
3236396,TEKT5,schizophrenia,I3L1F7
3236397,ZNF480,schizophrenia,Q7Z2X8
3236398,ZNF565,schizophrenia,K7EL42
3236399,CNIH3,schizophrenia,Q8TBE1
3236400,PDIK1L,schizophrenia,X6RHF8
3236401,SLC23A3,schizophrenia,C9JQ03
3236402,ABCA13,schizophrenia,L8E9N5
3236403,EML5,schizophrenia,L8EBH5
3236404,SPATA5,schizophrenia,A0A6Q8PGU6
3236405,SNX31,schizophrenia,E5RJK2
3236406,HTR3D,schizophrenia,F6WC43
3236407,FBXO45,schizophrenia,C9JLC0
3236408,CMYA5,schizophrenia,Q8N3K9
3236409,TSNARE1,schizophrenia,E5RHT3
3236410,C9orf72,schizophrenia,Q8K3B2
3236411,RTKN2,schizophrenia,Q5SVY4
3236412,HNRNPA3,schizophrenia,A0A7I2V4G0
3236413,ADGRF4,schizophrenia,A0A0C4DFV3
3236414,NKAPL,schizophrenia,Q5M9Q1
3236415,SEMA3D,schizophrenia,C9JYT6
3236416,STH,schizophrenia,A0A0G2JRG2
3236417,CFAP65,schizophrenia,C9JLP9
3236418,ANKK1,schizophrenia,B0YIV3
3236419,ALS2CL,schizophrenia,A0A024R2U1
3236420,HSPA12A,schizophrenia,A0A1B0GTF3
3236421,OFCC1,schizophrenia,B7ZLI9
3236422,MDGA1,schizophrenia,L8EAS0
3236423,NPAS4,schizophrenia,Q8IUM7
3236424,DAOA,schizophrenia,M0R0L0
3236425,IFNL3,schizophrenia,A0A0C4DGW8
3236426,DAOA-AS1,schizophrenia,None
3236427,LAMA1,schizophrenia,A0A1W2PQN4
3236428,HTR3E,schizophrenia,C9J420
3236429,HCAR2,schizophrenia,A0A4Y1JWQ0
3236430,CCDC137,schizophrenia,I3L385
3236431,LRRTM1,schizophrenia,C9JF97
3236432,ZNF530,schizophrenia,M0R0Y5
3236433,ZKSCAN4,schizophrenia,A0A0S2Z658
3236434,NPSR1,schizophrenia,B7ZMA2
3236435,GPR153,schizophrenia,A0A0I9QQ03
3236436,BLOC1S3,schizophrenia,K7EN58
3236437,MIR137HG,schizophrenia,None
3236438,MIR107,schizophrenia,None
3236439,MIR137,schizophrenia,None
3236440,MIR17,schizophrenia,None
3236441,MIR185,schizophrenia,None
3236442,MIR206,schizophrenia,None
3236443,MIR219A2,schizophrenia,None
3236444,MIR30E,schizophrenia,None
3236445,LMOD2,schizophrenia,C9J8F4
3236446,MIR326,schizophrenia,None
3236447,MIR328,schizophrenia,None
3236448,MIR346,schizophrenia,None
3236449,DFNB47,schizophrenia,None
3236450,MIR382,schizophrenia,None
3236451,MIR432,schizophrenia,None
3236452,MIR497,schizophrenia,None
3236453,NPS,schizophrenia,P0C0P6
3236454,CTXN3,schizophrenia,Q4LDR2
3236455,ERVK-8,schizophrenia,P63122
3236456,ACOT6,schizophrenia,A0A2R8Y7H3
3236457,SNORD103C,schizophrenia,None
3236458,LINC00271,schizophrenia,P0C7V0
3236459,PLA2G4B,schizophrenia,H3BSX5
3236460,DEL22Q11.2,schizophrenia,None
3236461,DLG2-AS1,schizophrenia,None
3236462,TSNAX-DISC1,schizophrenia,C4P0D4
3236463,MIR2682,schizophrenia,None
3236464,ERVW-4,schizophrenia,None
3236465,A2M,Alzheimer disease,L0R6B6
3236466,A2M,Alzheimer disease without neurofibrillary tangles,L0R6B6
3236467,A2M,cerebellar degeneration,L0R6B6
3236468,A2M,Reye syndrome,L0R6B6
3236469,A2M,Pick disease,L0R6B6
3236470,ACHE,Alzheimer disease,Q61266
3236471,ACHE,Alzheimer disease without neurofibrillary tangles,Q61266
3236472,ACHE,cerebellar degeneration,Q61266
3236473,ACHE,Reye syndrome,Q61266
3236474,ACHE,Pick disease,Q61266
3236475,ADAM10,Alzheimer disease,B3SRB2
3236476,ADAM10,Alzheimer disease without neurofibrillary tangles,B3SRB2
3236477,ADAM10,cerebellar degeneration,B3SRB2
3236478,ADAM10,Reye syndrome,B3SRB2
3236479,ADAM10,Pick disease,B3SRB2
3236480,AMFR,Alzheimer disease,H3BSK3
3236481,AMFR,Alzheimer disease without neurofibrillary tangles,H3BSK3
3236482,AMFR,cerebellar degeneration,H3BSK3
3236483,AMFR,Reye syndrome,H3BSK3
3236484,AMFR,Pick disease,H3BSK3
3236485,BIN1,Alzheimer disease,A0A024RAF1
3236486,BIN1,Alzheimer disease without neurofibrillary tangles,A0A024RAF1
3236487,BIN1,cerebellar degeneration,A0A024RAF1
3236488,BIN1,Reye syndrome,A0A024RAF1
3236489,BIN1,Pick disease,A0A024RAF1
3236490,APOC1,Alzheimer disease,K7EJI9
3236491,APOC1,Alzheimer disease without neurofibrillary tangles,K7EJI9
3236492,APOC1,cerebellar degeneration,K7EJI9
3236493,APOC1,Reye syndrome,K7EJI9
3236494,APOC1,Pick disease,K7EJI9
3236495,APOE,Alzheimer disease,A0A0S2Z3J5
3236496,APOE,Alzheimer disease without neurofibrillary tangles,A0A0S2Z3J5
3236497,APOE,cerebellar degeneration,A0A0S2Z3J5
3236498,APOE,Reye syndrome,A0A0S2Z3J5
3236499,APOE,Pick disease,A0A0S2Z3J5
3236500,APP,Alzheimer disease,O88868
3236501,APP,Alzheimer disease without neurofibrillary tangles,O88868
3236502,APP,cerebellar degeneration,O88868
3236503,APP,Reye syndrome,O88868
3236504,APP,Pick disease,O88868
3236505,ATP5F1A,Alzheimer disease,K7EKV9
3236506,ATP5F1A,Alzheimer disease without neurofibrillary tangles,K7EKV9
3236507,ATP5F1A,cerebellar degeneration,K7EKV9
3236508,ATP5F1A,Reye syndrome,K7EKV9
3236509,ATP5F1A,Pick disease,K7EKV9
3236510,BAX,Alzheimer disease,Q5ZPJ0
3236511,BAX,Alzheimer disease without neurofibrillary tangles,Q5ZPJ0
3236512,BAX,cerebellar degeneration,Q5ZPJ0
3236513,BAX,Reye syndrome,Q5ZPJ0
3236514,BAX,Pick disease,Q5ZPJ0
3236515,BCHE,Alzheimer disease,F8WF14
3236516,BCHE,Alzheimer disease without neurofibrillary tangles,F8WF14
3236517,BCHE,cerebellar degeneration,F8WF14
3236518,BCHE,Reye syndrome,F8WF14
3236519,BCHE,Pick disease,F8WF14
3236520,BCL2,Alzheimer disease,A0A1L4AQQ5
3236521,BCL2,Alzheimer disease without neurofibrillary tangles,A0A1L4AQQ5
3236522,BCL2,cerebellar degeneration,A0A1L4AQQ5
3236523,BCL2,Reye syndrome,A0A1L4AQQ5
3236524,BCL2,Pick disease,A0A1L4AQQ5
3236525,BDNF,Alzheimer disease,A0A1B4Z9M7
3236526,BDNF,Alzheimer disease without neurofibrillary tangles,A0A1B4Z9M7
3236527,BDNF,cerebellar degeneration,A0A1B4Z9M7
3236528,BDNF,Reye syndrome,A0A1B4Z9M7
3236529,BDNF,Pick disease,A0A1B4Z9M7
3236530,CALM1,Alzheimer disease,G3V361
3236531,CALM1,Alzheimer disease without neurofibrillary tangles,G3V361
3236532,CALM1,cerebellar degeneration,G3V361
3236533,CALM1,Reye syndrome,G3V361
3236534,CALM1,Pick disease,G3V361
3236535,CASP3,Alzheimer disease,C9JXR7
3236536,CASP3,Alzheimer disease without neurofibrillary tangles,C9JXR7
3236537,CASP3,cerebellar degeneration,C9JXR7
3236538,CASP3,Reye syndrome,C9JXR7
3236539,CASP3,Pick disease,C9JXR7
3236540,CD33,Alzheimer disease,A0A173G4N9
3236541,CD33,Alzheimer disease without neurofibrillary tangles,A0A173G4N9
3236542,CD33,cerebellar degeneration,A0A173G4N9
3236543,CD33,Reye syndrome,A0A173G4N9
3236544,CD33,Pick disease,A0A173G4N9
3236545,CHRNA7,Alzheimer disease,Q693P7
3236546,CHRNA7,Alzheimer disease without neurofibrillary tangles,Q693P7
3236547,CHRNA7,cerebellar degeneration,Q693P7
3236548,CHRNA7,Reye syndrome,Q693P7
3236549,CHRNA7,Pick disease,Q693P7
3236550,CHRNB2,Alzheimer disease,A0A1B0GUQ6
3236551,CHRNB2,Alzheimer disease without neurofibrillary tangles,A0A1B0GUQ6
3236552,CHRNB2,cerebellar degeneration,A0A1B0GUQ6
3236553,CHRNB2,Reye syndrome,A0A1B0GUQ6
3236554,CHRNB2,Pick disease,A0A1B0GUQ6
3236555,CLU,Alzheimer disease,E7ETB4
3236556,CLU,Alzheimer disease without neurofibrillary tangles,E7ETB4
3236557,CLU,cerebellar degeneration,E7ETB4
3236558,CLU,Reye syndrome,E7ETB4
3236559,CLU,Pick disease,E7ETB4
3236560,TPP1,Alzheimer disease,Q03796
3236561,TPP1,Alzheimer disease without neurofibrillary tangles,Q03796
3236562,TPP1,cerebellar degeneration,Q03796
3236563,TPP1,Reye syndrome,Q03796
3236564,TPP1,Pick disease,Q03796
3236565,CR1,Alzheimer disease,Q5SBK4
3236566,CR1,Alzheimer disease without neurofibrillary tangles,Q5SBK4
3236567,CR1,cerebellar degeneration,Q5SBK4
3236568,CR1,Reye syndrome,Q5SBK4
3236569,CR1,Pick disease,Q5SBK4
3236570,CRH,Alzheimer disease,A0A0S2Z3P5
3236571,CRH,Alzheimer disease without neurofibrillary tangles,A0A0S2Z3P5
3236572,CRH,cerebellar degeneration,A0A0S2Z3P5
3236573,CRH,Reye syndrome,A0A0S2Z3P5
3236574,CRH,Pick disease,A0A0S2Z3P5
3236575,CST3,Alzheimer disease,P01034
3236576,CST3,Alzheimer disease without neurofibrillary tangles,P01034
3236577,CST3,cerebellar degeneration,P01034
3236578,CST3,Reye syndrome,P01034
3236579,CST3,Pick disease,P01034
3236580,CYP2D6,Alzheimer disease,C4MDQ5
3236581,CYP2D6,Alzheimer disease without neurofibrillary tangles,C4MDQ5
3236582,CYP2D6,cerebellar degeneration,C4MDQ5
3236583,CYP2D6,Reye syndrome,C4MDQ5
3236584,CYP2D6,Pick disease,C4MDQ5
3236585,ACE,Alzheimer disease,X4Y8J8
3236586,ACE,Alzheimer disease without neurofibrillary tangles,X4Y8J8
3236587,ACE,cerebellar degeneration,X4Y8J8
3236588,ACE,Reye syndrome,X4Y8J8
3236589,ACE,Pick disease,X4Y8J8
3236590,DHCR24,Alzheimer disease,A0A3B3ISR5
3236591,DHCR24,Alzheimer disease without neurofibrillary tangles,A0A3B3ISR5
3236592,DHCR24,cerebellar degeneration,A0A3B3ISR5
3236593,DHCR24,Reye syndrome,A0A3B3ISR5
3236594,DHCR24,Pick disease,A0A3B3ISR5
3236595,DPYSL2,Alzheimer disease,A9CQZ2
3236596,DPYSL2,Alzheimer disease without neurofibrillary tangles,A9CQZ2
3236597,DPYSL2,cerebellar degeneration,A9CQZ2
3236598,DPYSL2,Reye syndrome,A9CQZ2
3236599,DPYSL2,Pick disease,A9CQZ2
3236600,EIF2S1,Alzheimer disease,G3V4T5
3236601,EIF2S1,Alzheimer disease without neurofibrillary tangles,G3V4T5
3236602,EIF2S1,cerebellar degeneration,G3V4T5
3236603,EIF2S1,Reye syndrome,G3V4T5
3236604,EIF2S1,Pick disease,G3V4T5
3236605,ENO1,Alzheimer disease,P00924
3236606,ENO1,Alzheimer disease without neurofibrillary tangles,P00924
3236607,ENO1,cerebellar degeneration,P00924
3236608,ENO1,Reye syndrome,P00924
3236609,ENO1,Pick disease,P00924
3236610,EPHA1,Alzheimer disease,L8EAE3
3236611,EPHA1,Alzheimer disease without neurofibrillary tangles,L8EAE3
3236612,EPHA1,cerebellar degeneration,L8EAE3
3236613,EPHA1,Reye syndrome,L8EAE3
3236614,EPHA1,Pick disease,L8EAE3
3236615,ESR1,Alzheimer disease,B6DU69
3236616,ESR1,Alzheimer disease without neurofibrillary tangles,B6DU69
3236617,ESR1,cerebellar degeneration,B6DU69
3236618,ESR1,Reye syndrome,B6DU69
3236619,ESR1,Pick disease,B6DU69
3236620,F2,Alzheimer disease,H7BX99
3236621,F2,Alzheimer disease without neurofibrillary tangles,H7BX99
3236622,F2,cerebellar degeneration,H7BX99
3236623,F2,Reye syndrome,H7BX99
3236624,F2,Pick disease,H7BX99
3236625,GSK3B,Alzheimer disease,A0A7I2YQ81
3236626,GSK3B,Alzheimer disease without neurofibrillary tangles,A0A7I2YQ81
3236627,GSK3B,cerebellar degeneration,A0A7I2YQ81
3236628,GSK3B,Reye syndrome,A0A7I2YQ81
3236629,GSK3B,Pick disease,A0A7I2YQ81
3236630,HFE,Alzheimer disease,Q9HC72
3236631,HFE,Alzheimer disease without neurofibrillary tangles,Q9HC72
3236632,HFE,cerebellar degeneration,Q9HC72
3236633,HFE,Reye syndrome,Q9HC72
3236634,HFE,Pick disease,Q9HC72
3236635,HLA-DRB5,Alzheimer disease,A0A678ZWE2
3236636,HLA-DRB5,Alzheimer disease without neurofibrillary tangles,A0A678ZWE2
3236637,HLA-DRB5,cerebellar degeneration,A0A678ZWE2
3236638,HLA-DRB5,Reye syndrome,A0A678ZWE2
3236639,HLA-DRB5,Pick disease,A0A678ZWE2
3236640,HMOX1,Alzheimer disease,A0A7I2V3M0
3236641,HMOX1,Alzheimer disease without neurofibrillary tangles,A0A7I2V3M0
3236642,HMOX1,cerebellar degeneration,A0A7I2V3M0
3236643,HMOX1,Reye syndrome,A0A7I2V3M0
3236644,HMOX1,Pick disease,A0A7I2V3M0
3236645,IDE,Alzheimer disease,G8FSY5
3236646,IDE,Alzheimer disease without neurofibrillary tangles,G8FSY5
3236647,IDE,cerebellar degeneration,G8FSY5
3236648,IDE,Reye syndrome,G8FSY5
3236649,IDE,Pick disease,G8FSY5
3236650,IGF1,Alzheimer disease,L8EC78
3236651,IGF1,Alzheimer disease without neurofibrillary tangles,L8EC78
3236652,IGF1,cerebellar degeneration,L8EC78
3236653,IGF1,Reye syndrome,L8EC78
3236654,IGF1,Pick disease,L8EC78
3236655,IGF1R,Alzheimer disease,Q3B833
3236656,IGF1R,Alzheimer disease without neurofibrillary tangles,Q3B833
3236657,IGF1R,cerebellar degeneration,Q3B833
3236658,IGF1R,Reye syndrome,Q3B833
3236659,IGF1R,Pick disease,Q3B833
3236660,IGF2,Alzheimer disease,E3UN46
3236661,IGF2,Alzheimer disease without neurofibrillary tangles,E3UN46
3236662,IGF2,cerebellar degeneration,E3UN46
3236663,IGF2,Reye syndrome,E3UN46
3236664,IGF2,Pick disease,E3UN46
3236665,IGF2R,Alzheimer disease,Q13660
3236666,IGF2R,Alzheimer disease without neurofibrillary tangles,Q13660
3236667,IGF2R,cerebellar degeneration,Q13660
3236668,IGF2R,Reye syndrome,Q13660
3236669,IGF2R,Pick disease,Q13660
3236670,IL1B,Alzheimer disease,C9JWV2
3236671,IL1B,Alzheimer disease without neurofibrillary tangles,C9JWV2
3236672,IL1B,cerebellar degeneration,C9JWV2
3236673,IL1B,Reye syndrome,C9JWV2
3236674,IL1B,Pick disease,C9JWV2
3236675,INS,Alzheimer disease,F6MZK5
3236676,INS,Alzheimer disease without neurofibrillary tangles,F6MZK5
3236677,INS,cerebellar degeneration,F6MZK5
3236678,INS,Reye syndrome,F6MZK5
3236679,INS,Pick disease,F6MZK5
3236680,INPP5D,Alzheimer disease,H0Y5Q9
3236681,INPP5D,Alzheimer disease without neurofibrillary tangles,H0Y5Q9
3236682,INPP5D,cerebellar degeneration,H0Y5Q9
3236683,INPP5D,Reye syndrome,H0Y5Q9
3236684,INPP5D,Pick disease,H0Y5Q9
3236685,INSR,Alzheimer disease,Q86WY9
3236686,INSR,Alzheimer disease without neurofibrillary tangles,Q86WY9
3236687,INSR,cerebellar degeneration,Q86WY9
3236688,INSR,Reye syndrome,Q86WY9
3236689,INSR,Pick disease,Q86WY9
3236690,LEP,Alzheimer disease,D3HIE0
3236691,LEP,Alzheimer disease without neurofibrillary tangles,D3HIE0
3236692,LEP,cerebellar degeneration,D3HIE0
3236693,LEP,Reye syndrome,D3HIE0
3236694,LEP,Pick disease,D3HIE0
3236695,MAOB,Alzheimer disease,Q8TBI1
3236696,MAOB,Alzheimer disease without neurofibrillary tangles,Q8TBI1
3236697,MAOB,cerebellar degeneration,Q8TBI1
3236698,MAOB,Reye syndrome,Q8TBI1
3236699,MAOB,Pick disease,Q8TBI1
3236700,MAPT,Alzheimer disease,T1SGS4
3236701,MAPT,Alzheimer disease without neurofibrillary tangles,T1SGS4
3236702,MAPT,cerebellar degeneration,T1SGS4
3236703,MAPT,Reye syndrome,T1SGS4
3236704,MAPT,Pick disease,T1SGS4
3236705,MPO,Alzheimer disease,Q16771
